,date,통계표,계정항목,금융기관 유형코드,단위,변환,value,log_yoy,credit_log_yoy_z
213,2020-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1221568.0,-0.07143265488285877,-2.665777402307891
214,2020-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1222007.0,-0.036179411495091074,-2.114787491349101
215,2020-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1160358.0,-0.1185436226257135,-3.4020973952315723
216,2021-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1106800.0,-0.10982226749770518,-3.265787137688328
217,2021-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1065659.0,-0.03490896498474427,-2.0949310712769336
218,2021-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1268493.0,0.12022167250170668,0.3296803381033008
219,2021-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1262666.0,0.11119977978761852,0.1886728339557525
220,2021-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1315494.0,0.07031595471935503,-0.45032014851216934
221,2021-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1318726.0,0.061437810760105904,-0.5890809341731947
222,2021-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1334263.0,0.06142997847019238,-0.5892033488025264
223,2021-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1327038.0,0.06479747716638506,-0.5365710906480085
224,2021-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1289028.0,0.08079937775609913,-0.2864696834067878
225,2021-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1352100.0,0.10152365995728374,0.03744009927941164
226,2021-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1366556.0,0.11179911710645918,0.1980401654182776
227,2021-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1339269.0,0.1433953645289261,0.6918731260467355
228,2022-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1282362.0,0.1472307210034245,0.7518177586337147
229,2022-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1152063.0,0.07796086113927991,-0.3308342260037095
